player,team,week,global_index
Quenton Nelson,Indianapolis Colts,W10,65.17231342334341
Laiatu Latu,Indianapolis Colts,W10,68.75729280767757
Patrick Mahomes,Kansas City Chiefs,W10,52.8670769253185
Travis Kelce,Kansas City Chiefs,W10,60.220524950868096
Xavier Worthy,Kansas City Chiefs,W10,50.71882085782127
Caleb Williams,Kansas City Chiefs,W10,67.53396326439209
DJ Moore,Kansas City Chiefs,W10,48.33749962974473
Keenan Allen,Chicago Bears,W10,85.06209714186446
Rome Odunze,Chicago Bears,W10,92.0599822873708
Jaylon Johnson,Chicago Bears,W10,88.43573369416903
Baker Mayfield,Chicago Bears,W10,77.12650844024357
Mike Evans,Chicago Bears,W10,81.01898857907673
Chris Godwin,Tampa Bay Buccaneers,W10,69.54971216434775
Antoine Winfield Jr,Tampa Bay Buccaneers,W10,73.62027530968143
Vita Vea,Tampa Bay Buccaneers,W10,90.64232259186947
Sam Darnold,Tampa Bay Buccaneers,W10,71.02011946426148
Jaxon Smith-Njigba,Tampa Bay Buccaneers,W10,80.85169057242962
Tariq Woolen,Seattle Seahawks,W10,53.670343407150064
Kenneth Walker III,Seattle Seahawks,W10,56.48526498952228
Devon Witherspoon,Seattle Seahawks,W10,73.77830665446604
Dak Prescott,Seattle Seahawks,W10,55.47654606673621
CeeDee Lamb,Seattle Seahawks,W10,54.209280384510315
Javonte Williams,Dallas Cowboys,W10,55.01883872472602
George Pickens,Dallas Cowboys,W10,51.0432467237923
Drake Maye,Dallas Cowboys,W10,66.36752111063444
TreVeyon Henderson,Dallas Cowboys,W10,67.06719077718623
Stefon Diggs,Dallas Cowboys,W10,55.24470720021767
Christian Gonzalez,New England Patriots,W10,66.86522808776667
Kayshon Boutte,New England Patriots,W10,63.48675206420716
Quinnen Williams,New England Patriots,W10,55.11355032166461
Chris Jones,New England Patriots,W10,53.372923403815484
Trent McDuffie,New England Patriots,W10,52.30327298833617
Jalen Hurts,Philadelphia Eagles,W11,22.917150671298806
Saquon Barkley,Philadelphia Eagles,W11,52.32611628401907
AJ Brown,Philadelphia Eagles,W11,30.94995544408379
Quinyon Mitchell,Philadelphia Eagles,W11,53.33735399867218
Zack Baun,Philadelphia Eagles,W11,49.008884404072674
Josh Allen,Buffalo Bills,W11,47.86264356616771
James Cook,Buffalo Bills,W11,64.90504834253892
Dalton Kincaid,Buffalo Bills,W11,43.49391858346821
Matt Milano,Buffalo Bills,W11,47.22142919063695
Greg Rousseau,Buffalo Bills,W11,72.34282676931346
Joe Burrow,Cincinnati Bengals,W11,44.09282112832349
JaMarr Chase,Cincinnati Bengals,W11,37.42014655093537
Tee Higgins,Cincinnati Bengals,W11,53.792895934358
Trey Hendrickson,Cincinnati Bengals,W11,47.873536120032924
Evan McPherson,Cincinnati Bengals,W11,62.596384697087686
Daniel Jones,Indianapolis Colts,W11,45.07521848423993
Jonathan Taylor,Indianapolis Colts,W11,51.30327274073739
Michael Pittman Jr,Indianapolis Colts,W11,53.57305031974125
Quenton Nelson,Indianapolis Colts,W11,52.518924425127075
Laiatu Latu,Indianapolis Colts,W11,50.64444610567755
Patrick Mahomes,Kansas City Chiefs,W11,54.502627671964035
Travis Kelce,Kansas City Chiefs,W11,59.35087059568965
Xavier Worthy,Kansas City Chiefs,W11,43.7914428586276
Caleb Williams,Kansas City Chiefs,W11,63.90947503237592
DJ Moore,Kansas City Chiefs,W11,35.583105122017336
Keenan Allen,Chicago Bears,W11,60.287574965607035
Rome Odunze,Chicago Bears,W11,56.67332217897973
Jaylon Johnson,Chicago Bears,W11,67.23958398073526
Baker Mayfield,Chicago Bears,W11,88.27719640763885
Mike Evans,Chicago Bears,W11,55.36650176390735
Chris Godwin,Tampa Bay Buccaneers,W11,32.12607569805928
Antoine Winfield Jr,Tampa Bay Buccaneers,W11,8.73035036783888
Vita Vea,Tampa Bay Buccaneers,W11,21.466845093848782
Sam Darnold,Tampa Bay Buccaneers,W11,27.10654569937821
Jaxon Smith-Njigba,Tampa Bay Buccaneers,W11,28.25810622251308
Tariq Woolen,Seattle Seahawks,W11,77.15799579692177
Kenneth Walker III,Seattle Seahawks,W11,65.85405112387996
Devon Witherspoon,Seattle Seahawks,W11,60.94305395421635
Dak Prescott,Seattle Seahawks,W11,73.62284622208632
CeeDee Lamb,Seattle Seahawks,W11,66.72167477488878
Javonte Williams,Dallas Cowboys,W11,40.560751413970294
George Pickens,Dallas Cowboys,W11,52.67035554493711
Drake Maye,Dallas Cowboys,W11,58.86526485860419
TreVeyon Henderson,Dallas Cowboys,W11,59.72803075639351
Stefon Diggs,Dallas Cowboys,W11,40.14428145092496
Christian Gonzalez,New England Patriots,W11,81.14174237403088
Kayshon Boutte,New England Patriots,W11,77.76326635047138
Quinnen Williams,New England Patriots,W11,77.53297211178264
Chris Jones,New England Patriots,W11,78.03947949110741
Trent McDuffie,New England Patriots,W11,66.57978727460039
Jalen Hurts,Philadelphia Eagles,W12,28.676464032463258
Saquon Barkley,Philadelphia Eagles,W12,27.946580317980704
AJ Brown,Philadelphia Eagles,W12,32.982079484963954
Quinyon Mitchell,Philadelphia Eagles,W12,33.54898440809844
Zack Baun,Philadelphia Eagles,W12,27.87227305446656
Josh Allen,Buffalo Bills,W12,60.53459672749854
James Cook,Buffalo Bills,W12,54.167723780515544
Dalton Kincaid,Buffalo Bills,W12,64.52916390866474
Matt Milano,Buffalo Bills,W12,56.086507123771874
Greg Rousseau,Buffalo Bills,W12,40.332850686593616
Joe Burrow,Cincinnati Bengals,W12,57.70413132259286
JaMarr Chase,Cincinnati Bengals,W12,46.76693427354466
Tee Higgins,Cincinnati Bengals,W12,55.93520043182455
Trey Hendrickson,Cincinnati Bengals,W12,53.94509236307667
Evan McPherson,Cincinnati Bengals,W12,73.26456354017293
Daniel Jones,Indianapolis Colts,W12,44.67852535020787
Jonathan Taylor,Indianapolis Colts,W12,42.4672403201491
Michael Pittman Jr,Indianapolis Colts,W12,54.142562744294594
Quenton Nelson,Indianapolis Colts,W12,52.80598272104963
Laiatu Latu,Indianapolis Colts,W12,55.51316600136893
Patrick Mahomes,Kansas City Chiefs,W12,57.18617351748877
Travis Kelce,Kansas City Chiefs,W12,59.98579392740759
Xavier Worthy,Kansas City Chiefs,W12,67.39532050071018
Caleb Williams,Kansas City Chiefs,W12,52.53567474714966
DJ Moore,Kansas City Chiefs,W12,56.183954637899404
Keenan Allen,Chicago Bears,W12,46.22335814000633
Rome Odunze,Chicago Bears,W12,40.07782032033095
Jaylon Johnson,Chicago Bears,W12,46.296428519657056
Baker Mayfield,Chicago Bears,W12,39.918578700891544
Mike Evans,Chicago Bears,W12,41.056261037287555
Chris Godwin,Tampa Bay Buccaneers,W12,36.27462708556854
Antoine Winfield Jr,Tampa Bay Buccaneers,W12,6.947249967239064
Vita Vea,Tampa Bay Buccaneers,W12,7.834004435439586
Sam Darnold,Tampa Bay Buccaneers,W12,31.42753282881106
Jaxon Smith-Njigba,Tampa Bay Buccaneers,W12,45.39097542259658
Tariq Woolen,Seattle Seahawks,W12,78.80229532438129
Kenneth Walker III,Seattle Seahawks,W12,76.32420558164175
Devon Witherspoon,Seattle Seahawks,W12,75.86823770496781
Dak Prescott,Seattle Seahawks,W12,79.14569773445389
CeeDee Lamb,Seattle Seahawks,W12,67.981034184842
Javonte Williams,Dallas Cowboys,W12,50.46505572402245
George Pickens,Dallas Cowboys,W12,55.83682243036846
Drake Maye,Dallas Cowboys,W12,53.82339123888404
TreVeyon Henderson,Dallas Cowboys,W12,50.28007005633502
Stefon Diggs,Dallas Cowboys,W12,77.07725901052525
Christian Gonzalez,New England Patriots,W12,45.82456684003717
Kayshon Boutte,New England Patriots,W12,42.165526959043774
Quinnen Williams,New England Patriots,W12,40.8953978715015
Chris Jones,New England Patriots,W12,32.051698298652106
Trent McDuffie,New England Patriots,W12,30.982047883172783
Jalen Hurts,Philadelphia Eagles,W13,48.155670689548884
Saquon Barkley,Philadelphia Eagles,W13,49.94251816232931
AJ Brown,Philadelphia Eagles,W13,50.41447030741391
Quinyon Mitchell,Philadelphia Eagles,W13,57.91468993909463
Zack Baun,Philadelphia Eagles,W13,51.365526715505965
Josh Allen,Buffalo Bills,W13,36.129256507957024
James Cook,Buffalo Bills,W13,48.18271883913238
Dalton Kincaid,Buffalo Bills,W13,38.18981437479606
Matt Milano,Buffalo Bills,W13,71.55683976640164
Greg Rousseau,Buffalo Bills,W13,43.04205550340052
Joe Burrow,Cincinnati Bengals,W13,57.916042212018894
JaMarr Chase,Cincinnati Bengals,W13,44.86909001615984
Tee Higgins,Cincinnati Bengals,W13,44.82654071900689
Trey Hendrickson,Cincinnati Bengals,W13,45.56398692789702
Evan McPherson,Cincinnati Bengals,W13,66.949835286525
Daniel Jones,Indianapolis Colts,W13,42.30388263088784
Jonathan Taylor,Indianapolis Colts,W13,78.6075458935217
Michael Pittman Jr,Indianapolis Colts,W13,65.27420542081194
Quenton Nelson,Indianapolis Colts,W13,55.489610315708774
Laiatu Latu,Indianapolis Colts,W13,57.26940356954296
Patrick Mahomes,Kansas City Chiefs,W13,28.929713815409027
Travis Kelce,Kansas City Chiefs,W13,47.46368472815186
Xavier Worthy,Kansas City Chiefs,W13,41.50018781620851
Caleb Williams,Kansas City Chiefs,W13,31.50452420477361
DJ Moore,Kansas City Chiefs,W13,33.768940299741836
Keenan Allen,Chicago Bears,W13,65.15015924216674
Rome Odunze,Chicago Bears,W13,67.50173107930017
Jaylon Johnson,Chicago Bears,W13,75.19590303933917
Baker Mayfield,Chicago Bears,W13,65.03108889784976
Mike Evans,Chicago Bears,W13,52.66715330754348
Chris Godwin,Tampa Bay Buccaneers,W13,52.915807782719824
Antoine Winfield Jr,Tampa Bay Buccaneers,W13,58.598058074656876
Vita Vea,Tampa Bay Buccaneers,W13,54.95836824388357
Sam Darnold,Tampa Bay Buccaneers,W13,42.30862810503852
Jaxon Smith-Njigba,Tampa Bay Buccaneers,W13,50.14065888832578
Tariq Woolen,Seattle Seahawks,W13,41.94182956871693
Kenneth Walker III,Seattle Seahawks,W13,42.39613374384155
Devon Witherspoon,Seattle Seahawks,W13,42.39613374384155
Dak Prescott,Seattle Seahawks,W13,58.4511479095758
CeeDee Lamb,Seattle Seahawks,W13,37.897161883953274
Javonte Williams,Dallas Cowboys,W13,64.64327252730602
George Pickens,Dallas Cowboys,W13,55.81543551514726
Drake Maye,Dallas Cowboys,W13,57.464566635815544
TreVeyon Henderson,Dallas Cowboys,W13,66.40836292722248
Stefon Diggs,Dallas Cowboys,W13,65.93279074331551
Christian Gonzalez,New England Patriots,W13,84.73858779980247
Kayshon Boutte,New England Patriots,W13,38.719329026286744
Quinnen Williams,New England Patriots,W13,49.5852118585456
Chris Jones,New England Patriots,W13,58.36383329831163
Trent McDuffie,New England Patriots,W13,35.3911779167072
Jalen Hurts,Philadelphia Eagles,W14,19.2310615560881
Saquon Barkley,Philadelphia Eagles,W14,18.3843673024384
AJ Brown,Philadelphia Eagles,W14,32.95370966973154
Quinyon Mitchell,Philadelphia Eagles,W14,20.52178035208997
Zack Baun,Philadelphia Eagles,W14,27.213281918802096
Josh Allen,Buffalo Bills,W14,50.86471047962627
James Cook,Buffalo Bills,W14,39.81400825564675
Dalton Kincaid,Buffalo Bills,W14,63.728864650190474
Matt Milano,Buffalo Bills,W14,49.832388067417696
Greg Rousseau,Buffalo Bills,W14,51.08379900083814
Joe Burrow,Cincinnati Bengals,W14,12.860697670755464
JaMarr Chase,Cincinnati Bengals,W14,44.53472658142219
Tee Higgins,Cincinnati Bengals,W14,15.70054701143592
Trey Hendrickson,Cincinnati Bengals,W14,21.340214441506035
Evan McPherson,Cincinnati Bengals,W14,59.5656384658964
Daniel Jones,Indianapolis Colts,W14,19.22678414627228
Jonathan Taylor,Indianapolis Colts,W14,18.440948443586908
Michael Pittman Jr,Indianapolis Colts,W14,25.261582860345488
Quenton Nelson,Indianapolis Colts,W14,23.87002126768429
Laiatu Latu,Indianapolis Colts,W14,25.307329713476033
Patrick Mahomes,Kansas City Chiefs,W14,24.9847490374966
Travis Kelce,Kansas City Chiefs,W14,26.66698286540234
Xavier Worthy,Kansas City Chiefs,W14,47.30592916539984
Caleb Williams,Kansas City Chiefs,W14,42.06836933168184
DJ Moore,Kansas City Chiefs,W14,31.867527570624908
Keenan Allen,Chicago Bears,W14,54.590319584595804
Rome Odunze,Chicago Bears,W14,49.24834254540451
Jaylon Johnson,Chicago Bears,W14,33.327217752253176
Baker Mayfield,Chicago Bears,W14,48.300789349382455
Mike Evans,Chicago Bears,W14,58.217735189694835
Chris Godwin,Tampa Bay Buccaneers,W14,57.5943766910331
Antoine Winfield Jr,Tampa Bay Buccaneers,W14,81.8512287973457
Vita Vea,Tampa Bay Buccaneers,W14,55.06449602514479
Sam Darnold,Tampa Bay Buccaneers,W14,38.84180468621166
Jaxon Smith-Njigba,Tampa Bay Buccaneers,W14,66.24655871999167
Tariq Woolen,Seattle Seahawks,W14,31.201845503078925
Kenneth Walker III,Seattle Seahawks,W14,44.95592298266586
Devon Witherspoon,Seattle Seahawks,W14,46.26694815418524
Dak Prescott,Seattle Seahawks,W14,34.475988948009025
CeeDee Lamb,Seattle Seahawks,W14,57.501082002662166
Javonte Williams,Dallas Cowboys,W14,33.36488678623936
George Pickens,Dallas Cowboys,W14,12.926359415413536
Drake Maye,Dallas Cowboys,W14,40.72697969852302
TreVeyon Henderson,Dallas Cowboys,W14,34.837745370325905
Stefon Diggs,Dallas Cowboys,W14,37.744324842523525
Christian Gonzalez,New England Patriots,W14,54.30710600826291
Kayshon Boutte,New England Patriots,W14,50.92862998470341
Quinnen Williams,New England Patriots,W14,31.68173161324413
Chris Jones,New England Patriots,W14,38.359396393064465
Trent McDuffie,New England Patriots,W14,51.740209701449245
Jalen Hurts,Philadelphia Eagles,W15,76.83971140617726
Saquon Barkley,Philadelphia Eagles,W15,85.78948246531671
AJ Brown,Philadelphia Eagles,W15,80.92106170600849
Quinyon Mitchell,Philadelphia Eagles,W15,89.49499163679722
Zack Baun,Philadelphia Eagles,W15,82.82229987600968
Josh Allen,Buffalo Bills,W15,36.39918304114672
James Cook,Buffalo Bills,W15,46.64424677057596
Dalton Kincaid,Buffalo Bills,W15,52.3700587390973
Matt Milano,Buffalo Bills,W15,57.8240564020741
Greg Rousseau,Buffalo Bills,W15,34.65762654791526
Joe Burrow,Cincinnati Bengals,W15,29.656057617363615
JaMarr Chase,Cincinnati Bengals,W15,53.06435846339568
Tee Higgins,Cincinnati Bengals,W15,28.959048075248244
Trey Hendrickson,Cincinnati Bengals,W15,33.6512413429615
Evan McPherson,Cincinnati Bengals,W15,44.50939040086569
Daniel Jones,Indianapolis Colts,W15,36.74149267077315
Jonathan Taylor,Indianapolis Colts,W15,39.16212167327339
Michael Pittman Jr,Indianapolis Colts,W15,41.72825621991285
Quenton Nelson,Indianapolis Colts,W15,41.074012587060054
Laiatu Latu,Indianapolis Colts,W15,45.79096685871785
Patrick Mahomes,Kansas City Chiefs,W15,54.91625797620887
Travis Kelce,Kansas City Chiefs,W15,79.91683898534578
Xavier Worthy,Kansas City Chiefs,W15,56.39350151197391
Caleb Williams,Kansas City Chiefs,W15,78.12578671777928
DJ Moore,Kansas City Chiefs,W15,71.42218913348427
Keenan Allen,Chicago Bears,W15,59.57071739482166
Rome Odunze,Chicago Bears,W15,62.13950859233364
Jaylon Johnson,Chicago Bears,W15,76.32546856385594
Baker Mayfield,Chicago Bears,W15,57.57407241207514
Mike Evans,Chicago Bears,W15,51.085001245243646
Chris Godwin,Tampa Bay Buccaneers,W15,50.65016747332845
Antoine Winfield Jr,Tampa Bay Buccaneers,W15,33.33649508828614
Vita Vea,Tampa Bay Buccaneers,W15,76.03540178908315
Sam Darnold,Tampa Bay Buccaneers,W15,56.07850884661154
Jaxon Smith-Njigba,Tampa Bay Buccaneers,W15,69.83159689430492
Tariq Woolen,Seattle Seahawks,W15,45.93310622662399
Kenneth Walker III,Seattle Seahawks,W15,66.31844889542587
Devon Witherspoon,Seattle Seahawks,W15,52.412155884831876
Dak Prescott,Seattle Seahawks,W15,37.87697813279344
CeeDee Lamb,Seattle Seahawks,W15,47.46203304140458
Javonte Williams,Dallas Cowboys,W15,30.10199553184537
George Pickens,Dallas Cowboys,W15,22.98261888952117
Drake Maye,Dallas Cowboys,W15,31.269516933119302
TreVeyon Henderson,Dallas Cowboys,W15,35.75736168065795
Stefon Diggs,Dallas Cowboys,W15,22.79643181957758
Christian Gonzalez,New England Patriots,W15,60.850452691854095
Kayshon Boutte,New England Patriots,W15,72.16550816674398
Quinnen Williams,New England Patriots,W15,46.15112682555916
Chris Jones,New England Patriots,W15,60.23629506547442
Trent McDuffie,New England Patriots,W15,46.2884975924236
Jalen Hurts,Philadelphia Eagles,W16,55.58720525290727
Saquon Barkley,Philadelphia Eagles,W16,55.71904662444834
AJ Brown,Philadelphia Eagles,W16,54.7282693205686
Quinyon Mitchell,Philadelphia Eagles,W16,58.63699389154698
Zack Baun,Philadelphia Eagles,W16,60.23561035915779
Josh Allen,Buffalo Bills,W16,47.21544620954468
James Cook,Buffalo Bills,W16,56.61502200885733
Dalton Kincaid,Buffalo Bills,W16,45.860143762974005
Matt Milano,Buffalo Bills,W16,45.33964633869058
Greg Rousseau,Buffalo Bills,W16,60.55016946830859
Joe Burrow,Cincinnati Bengals,W16,52.82368097022797
JaMarr Chase,Cincinnati Bengals,W16,43.35040283441869
Tee Higgins,Cincinnati Bengals,W16,54.32167248182307
Trey Hendrickson,Cincinnati Bengals,W16,39.770209502295046
Evan McPherson,Cincinnati Bengals,W16,53.56376239171877
Daniel Jones,Indianapolis Colts,W16,41.68092879285234
Jonathan Taylor,Indianapolis Colts,W16,37.675990314340446
Michael Pittman Jr,Indianapolis Colts,W16,35.78011916249543
Quenton Nelson,Indianapolis Colts,W16,39.462415389620034
Laiatu Latu,Indianapolis Colts,W16,40.783723123831926
Patrick Mahomes,Kansas City Chiefs,W16,65.52604279972968
Travis Kelce,Kansas City Chiefs,W16,76.66263945843991
Xavier Worthy,Kansas City Chiefs,W16,28.135488901534217
Caleb Williams,Kansas City Chiefs,W16,61.40447246629065
DJ Moore,Kansas City Chiefs,W16,67.97087195182927
Keenan Allen,Chicago Bears,W16,36.90108312601977
Rome Odunze,Chicago Bears,W16,39.932876519518004
Jaylon Johnson,Chicago Bears,W16,44.716489904949604
Baker Mayfield,Chicago Bears,W16,47.553386586789465
Mike Evans,Chicago Bears,W16,40.084850661819544
Chris Godwin,Tampa Bay Buccaneers,W16,46.06582987499598
Antoine Winfield Jr,Tampa Bay Buccaneers,W16,48.65370401234718
Vita Vea,Tampa Bay Buccaneers,W16,27.687765023953155
Sam Darnold,Tampa Bay Buccaneers,W16,45.817505934665306
Jaxon Smith-Njigba,Tampa Bay Buccaneers,W16,49.06020848368704
Tariq Woolen,Seattle Seahawks,W16,62.79530215218519
Kenneth Walker III,Seattle Seahawks,W16,60.03861994529921
Devon Witherspoon,Seattle Seahawks,W16,68.5042470777679
Dak Prescott,Seattle Seahawks,W16,65.82811379221265
CeeDee Lamb,Seattle Seahawks,W16,69.49850384322191
Javonte Williams,Dallas Cowboys,W16,69.59701181917715
George Pickens,Dallas Cowboys,W16,59.812456507980905
Drake Maye,Dallas Cowboys,W16,74.82329125223434
TreVeyon Henderson,Dallas Cowboys,W16,60.109961466596886
Stefon Diggs,Dallas Cowboys,W16,79.82115017763398
Christian Gonzalez,New England Patriots,W16,49.83733423597454
Kayshon Boutte,New England Patriots,W16,46.81208750465456
Quinnen Williams,New England Patriots,W16,50.751232126955415
Chris Jones,New England Patriots,W16,40.45579012217807
Trent McDuffie,New England Patriots,W16,39.38613970669874
Jalen Hurts,Philadelphia Eagles,W17,52.67782678743386
Saquon Barkley,Philadelphia Eagles,W17,53.764845542413674
AJ Brown,Philadelphia Eagles,W17,47.56534732683065
Quinyon Mitchell,Philadelphia Eagles,W17,53.042641096869566
Zack Baun,Philadelphia Eagles,W17,64.77271681510385
Josh Allen,Buffalo Bills,W17,48.17406389021983
James Cook,Buffalo Bills,W17,46.39319388736443
Dalton Kincaid,Buffalo Bills,W17,50.848380204370415
Matt Milano,Buffalo Bills,W17,66.43596662323098
Greg Rousseau,Buffalo Bills,W17,60.31126594174397
Joe Burrow,Cincinnati Bengals,W17,48.82293069613106
JaMarr Chase,Cincinnati Bengals,W17,38.44072982215714
Tee Higgins,Cincinnati Bengals,W17,55.1260221121934
Trey Hendrickson,Cincinnati Bengals,W17,43.322799035879996
Evan McPherson,Cincinnati Bengals,W17,55.505987600861815
Daniel Jones,Indianapolis Colts,W17,54.52674806625721
Jonathan Taylor,Indianapolis Colts,W17,67.20111179799093
Michael Pittman Jr,Indianapolis Colts,W17,57.79097020952575
Quenton Nelson,Indianapolis Colts,W17,66.59029437636033
Laiatu Latu,Indianapolis Colts,W17,51.592708162689654
Patrick Mahomes,Kansas City Chiefs,W17,59.438741601642306
Travis Kelce,Kansas City Chiefs,W17,64.63642002800108
Xavier Worthy,Kansas City Chiefs,W17,29.831346347156078
Caleb Williams,Kansas City Chiefs,W17,50.26952572884207
DJ Moore,Kansas City Chiefs,W17,45.817018113438635
Keenan Allen,Chicago Bears,W17,73.0563668212266
Rome Odunze,Chicago Bears,W17,69.15147923035114
Jaylon Johnson,Chicago Bears,W17,71.24038052277952
Baker Mayfield,Chicago Bears,W17,65.3849229524862
Mike Evans,Chicago Bears,W17,68.42112595437862
Chris Godwin,Tampa Bay Buccaneers,W17,37.71949201817607
Antoine Winfield Jr,Tampa Bay Buccaneers,W17,31.908843998171253
Vita Vea,Tampa Bay Buccaneers,W17,35.572048393007535
Sam Darnold,Tampa Bay Buccaneers,W17,34.84684121708702
Jaxon Smith-Njigba,Tampa Bay Buccaneers,W17,50.76852586197563
Tariq Woolen,Seattle Seahawks,W17,51.43702811703592
Kenneth Walker III,Seattle Seahawks,W17,52.190810214441214
Devon Witherspoon,Seattle Seahawks,W17,51.14168431292771
Dak Prescott,Seattle Seahawks,W17,52.275216325781756
CeeDee Lamb,Seattle Seahawks,W17,45.21649306641058
Javonte Williams,Dallas Cowboys,W17,50.92925195561878
George Pickens,Dallas Cowboys,W17,55.522778479658605
Drake Maye,Dallas Cowboys,W17,65.17513813421475
TreVeyon Henderson,Dallas Cowboys,W17,60.98800041690413
Stefon Diggs,Dallas Cowboys,W17,52.82328128158221
Christian Gonzalez,New England Patriots,W17,85.67881092614391
Kayshon Boutte,New England Patriots,W17,63.17990649349891
Quinnen Williams,New England Patriots,W17,66.31598632764013
Chris Jones,New England Patriots,W17,58.65146630774834
Trent McDuffie,New England Patriots,W17,57.58181589226903
Jalen Hurts,Philadelphia Eagles,W18,44.71754799427178
Saquon Barkley,Philadelphia Eagles,W18,35.57661938872841
AJ Brown,Philadelphia Eagles,W18,49.913128642682295
Quinyon Mitchell,Philadelphia Eagles,W18,60.87853131099027
Zack Baun,Philadelphia Eagles,W18,63.134765197671044
Josh Allen,Buffalo Bills,W18,35.11789339264718
James Cook,Buffalo Bills,W18,60.68695662573417
Dalton Kincaid,Buffalo Bills,W18,44.57729475128849
Matt Milano,Buffalo Bills,W18,47.73801841346996
Greg Rousseau,Buffalo Bills,W18,48.78727007813838
Joe Burrow,Cincinnati Bengals,W18,39.008194197675685
JaMarr Chase,Cincinnati Bengals,W18,30.377451976533834
Tee Higgins,Cincinnati Bengals,W18,58.81633186156189
Trey Hendrickson,Cincinnati Bengals,W18,61.215654293948326
Evan McPherson,Cincinnati Bengals,W18,51.40793453034364
Daniel Jones,Indianapolis Colts,W18,55.85059103573351
Jonathan Taylor,Indianapolis Colts,W18,32.22036152275692
Michael Pittman Jr,Indianapolis Colts,W18,64.40188589486182
Quenton Nelson,Indianapolis Colts,W18,61.505412012937754
Laiatu Latu,Indianapolis Colts,W18,57.46751318268578
Patrick Mahomes,Kansas City Chiefs,W18,43.86294641226105
Travis Kelce,Kansas City Chiefs,W18,68.75833902977374
Xavier Worthy,Kansas City Chiefs,W18,51.92900653401759
Caleb Williams,Kansas City Chiefs,W18,78.60136305188131
DJ Moore,Kansas City Chiefs,W18,47.110785137036544
Keenan Allen,Chicago Bears,W18,46.72919827543973
Rome Odunze,Chicago Bears,W18,53.76513995540665
Jaylon Johnson,Chicago Bears,W18,30.02636386831746
Baker Mayfield,Chicago Bears,W18,35.07802963056329
Mike Evans,Chicago Bears,W18,42.12513537260193
Chris Godwin,Tampa Bay Buccaneers,W18,56.250374748534355
Antoine Winfield Jr,Tampa Bay Buccaneers,W18,83.2323198063721
Vita Vea,Tampa Bay Buccaneers,W18,74.35182502608217
Sam Darnold,Tampa Bay Buccaneers,W18,48.67525772332866
Jaxon Smith-Njigba,Tampa Bay Buccaneers,W18,67.67435165560615
Tariq Woolen,Seattle Seahawks,W18,55.50803890197359
Kenneth Walker III,Seattle Seahawks,W18,71.95638520916657
Devon Witherspoon,Seattle Seahawks,W18,43.67527554317203
Dak Prescott,Seattle Seahawks,W18,45.0878497940812
CeeDee Lamb,Seattle Seahawks,W18,48.280246674580944
Javonte Williams,Dallas Cowboys,W18,53.63506562983618
George Pickens,Dallas Cowboys,W18,42.29975329499227
Drake Maye,Dallas Cowboys,W18,54.21406322349952
TreVeyon Henderson,Dallas Cowboys,W18,75.88481017129588
Stefon Diggs,Dallas Cowboys,W18,52.728645486115525
Christian Gonzalez,New England Patriots,W18,47.65803232939127
Kayshon Boutte,New England Patriots,W18,61.11333502130376
Quinnen Williams,New England Patriots,W18,35.69510111940332
Chris Jones,New England Patriots,W18,50.9995063609121
Trent McDuffie,New England Patriots,W18,49.92985594543277
